TIMESTAMP,COMMENTS,TOPIC,CLIENT,CLINIC,LABEL
Jan-22, The dr. Took her time with me and many questions.  She explained with details every thing I asked. I don&#39;t think anything went wrong.,Good doctor,Building Service 32BJ Health Fund New Jersey (Metropolitan),Jersey City Grand St,Positive
Jan-22, Everything! The staff was friendly and supportive...I really feel comfortable with Dr Curtis ...he is very knowledgeable and I feel safe under his care. ,Professionalism,City of Arvada,Arvada City of Arvada Clinic,Positive
Jan-22,"Convenience and availability; Attentiveness to personal needs; 
Courteous staff; Greeted me upon arrival.. staff was prior prepared for visit . explained exactly what needed to be done and what would happen next. There was no wait time. Should have been prepared to discuss and provide an update regarding the new doctor coming into the practice as it directly impacts me.  I have not been telephoned or contacted by letter about who will be replacing my doctor or prescribing my medication and my doctor has stopped seeing patients over one month ago.  I had to ask about my medication and who my new doctor will be.",Good doctor,State of New Jersey - (Horizon BCBS),Clifton Brighton Road Office,Positive
Jan-22, Everything ,Professionalism,Building Service 32BJ Health Fund New Jersey (Metropolitan),Clifton Brighton Road Office,Positive
Jan-22,"  A staff member had someone visiting with them in the lobby. The visitor was unmasked, a violation of the rules clearly posted on the door. I would have felt more comfortable if the visitor had been masked.",Engagement with Patient's,Union County,Monroe Campus Park Clinic,Positive
Jan-22," Kind, professional and care for my needs. Listen well ",Professionalism,City of Puyallup,Puyallup Meeker&#39;s Landing Clinic,Positive
Jan-22, Everything Nothing,Engagement with Patient's,"Plumbers, Pipefitters And MES Local 392",Erlanger Clinic,Positive
Jan-22, Everything. It is a real pleasure to work with Everside for my health needs ,Services,Catholic Diocese of Cleveland,Beachwood Science Park Drive,Positive
Jan-22, Showed that you care about my well-being. ???????,Good doctor,State of Colorado,Sterling Inspire Health,Positive
Jan-22, Love this clinic! It is unlike any I have ever had! ,Good doctor,IBEW Local 145,Davenport Clinic,Positive
Jan-22, Friendly service by everyone. It was a good appointment.,Professionalism,State of Colorado,Grand Junction Trailhead Clinic,Positive
Jan-22,"Quick response, very little wait time, quality health care, not treated like a number like other dr offices. Listened to my concerns, explained what treatment was needed. No problems",Engagement with Patient's,Union County,Monroe Campus Park Clinic,Positive
Jan-22, Everyone is extremely nice and your comfortable there ,Services,State of Colorado,Colorado Springs Wall Street Clinic,Positive
Jan-22, Provided knowledge and right to that point. Made it easy for me to understand. Showed empathy. ,Good doctor,Weld County Colorado,Greeley 35th Avenue Clinic,Positive
Jan-22, Everything!!! Nothing!!!,Professionalism,Plumbers & Steamfitters Local 440,Local 440 Clinic,Positive
Jan-22, Cared ,Concerns addressed,City Of South Bend,City Of South Bend Clinic,Positive
Jan-22," Weight, temp, blood pressure, pulse &amp; pulse ox by Medical Assitiant

Megan my provider listen to my lungs, heart &amp; checked both my ear for ear pain ",Services,State of Colorado,Arvada City of Arvada Clinic,Positive
Jan-22," Great staff and very professional!!! Everything was great, no problems",Good doctor,IBEW Local 364 Health & Welfare Fund,Activate by Everside Rockford Family Medical Center,Positive
Jan-22, Every thing Nothing I can think of,Doctor is hospitable,Plumbers & Pipefitters Union Local 525,Collective Union Health - Windmill Lane,Neutral
Jan-22, All my concerns were addressed Nothing,Services,Brown & Haley,Tacoma Health Center,Positive
Jan-22, Scott was good at listening to what I was experiencing and discussing various options to figure out what is going on. Nothing.,Testing and Treatment,State of Colorado,Denver State Capitol Clinic,Negative
Jan-22, I hadn&#39;t been in for quite a while and was a little apprehensive.  Jill and Trish were awesome.  I felt at ease and confident I can get several health issues I&#39;m dealing with back on track! ,Services,"Seven Counties Services, Inc.",Louisville Park Plaza Clinic,Positive
Jan-22," Took the time to chat with me, listened respectfully, gave good advice Nothing!",Engagement with Patient's,State of Colorado,Denver State Capitol Clinic,Positive
Jan-22, Chrissy was in quickly and was very attentive Nothing,Doctor listen the concerns,Aisin - Indiana,Aisin Seymour Tipton Health and Wellness Center,Neutral
Jan-22, Doctor took time to explain diagnosis and how to treat condition. Didn&rsquo;t feel rushed. ,Good doctor,Bemis Non-Bargained Group,Sheboygan Falls Plankview Office,Positive
Jan-22, I was able to get an appointment the same day called. Received quick diagnosis and quality care. ,Services,Weld County Colorado,Greeley 35th Avenue Clinic,Positive
Jan-22," Everything, the staff always goes above and beyond. ",Concerns addressed,IBEW Local 145,Davenport Clinic,Positive
Jan-22,"Doctors charge to much.  Get use to one and they leave.  I  want one doctor that knows me, not keep changing  ",Good doctor,State of New Jersey - (Horizon BCBS),Hamilton Quakerbridge Road Office,Positive
Jan-22,Very prompt and courteous staff. Responded very quickly during a busy time. Everything was good. Could not schedule an appointment due to new system was not yet fully functional at Plant site.,Testing and Treatment,Michelin - South Carolina,Michelin Family Health Center - Anderson Satellite,Negative
Jan-22, Great staff and convenience! Nothing,Good doctor,nan,Teamsters Local 14 Family Wellness Center - Northwest,Positive
Jan-22,"Poorest patient service! As a primary provider no options for treatment. Referred to Urgent Care. Left on hold for 15 minutes, did not care about my  needs. Submission attitude by staff!",Appointment,Plumbers & Pipefitters Union Local 525,Collective Union Health - Buffalo Drive,Negative
Jan-22, Spend the right amount of time with me always courteous ,Good doctor,Plumbers & Pipefitters Union Local 525,Collective Union Health - Buffalo Drive,Positive
Jan-22, Physical ,Doctor is hospitable,Plumbers & Steamfitters Local 440,Local 440 Clinic,Neutral
Jan-22, Yes they did. ,Professionalism,nan,Station Casinos Medical Center - Sunset,Positive
Jan-22, Asked the correct questions about injury. ,Engagement with Patient's,Weld County Colorado,Weld County Employee Medical Center,Positive
Jan-22," I&#39;m never rushed. Everything is always so thorough and there are always possible multiple solutions proposed. 
This last appt was first one I saw the Doctor and not RNP and he was just as kind,  patient and understanding. Everyone in the building always has phenomenal bedside manner there! Nothing!",Blood work and vaccine,Midwest Operating Engineers Local 150,Davenport Clinic,Negative
Jan-22," Listen to my concerns.
Explained my medication.
Refilled my prescription All was good",Engagement with Patient's,Aisin - Illinois,Aisin Marion Illinois Health and Wellness Center,Positive
Jan-22, The doctor was not in a rush and took time to talk with me. Nothing,Blood work and vaccine,MCSIG,Altais Monterey Ryan Ranch,Negative
Jan-22, Dr. McBrearty is phenomenal. He always takes the time to listen to my concerns about my health and my life. I have a relationship of trust and feel he truly cares about my health and needs. ,Good doctor,State of Colorado,Littleton Highline Professional Center Clinic,Positive
Jan-22," Dr Friesen is so amazing, she took her time to show me what I needed OTC.  Really talked through my injury, and what steps to follow. Nothing, my appt was great.",Good doctor,City of Puyallup,Puyallup Meeker&#39;s Landing Clinic,Positive
Jan-22, Really listened! ,Doctor listen the concerns,IBEW Local 212,Local 212 Clinic,Neutral
Jan-22, Listened! Nothing!,Doctor listen the concerns,State of Colorado,Aurora Cornerstar Plaza Clinic,Neutral
Jan-22, Everything was great the concern the making sure the correct meds were prescribed. ,Services,Plumbers & Pipefitters Union Local 525,Collective Union Health - Buffalo Drive,Positive
Jan-22, Best Dr. Ever ,Engagement with Patient's,City Of Kalamazoo,City of Kalamazoo Clinic,Positive
Jan-22, Very professional atmosphere ,Professionalism,Akron Public Schools,North Canton Lauby Rd,Positive
Jan-22," Everything,  I was treated like a human being and not like a burden. ",Concerns addressed,nan,Teamsters Local 14 Family Wellness Center - Northwest,Positive
Jan-22, PA provider is thorough and follows through with communication. ,Doctor listen the concerns,State of Colorado,Pueblo Fortino Boulevard Health Center,Neutral
Jan-22,Staff was very pleasant and very helpful. Made me fill comfortable and that makes the visit a good experience . Everything went well Can&#39;t think of anything,Engagement with Patient's,East Central Illinois Pipe Trades,Activate by Everside Springfield Clinic,Positive
Jan-22, Dr listened to me. ,Doctor listen the concerns,State of Colorado,DTC Centrum Healthcare Center Clinic,Neutral
Jan-22,"I waited about 30 minutes before appointment when knowing that i had done the pre-enrollment by phone. In addition, the nurse that i was supposed to see left because it was the end of her shift... although my appointment was on her schedule. once i saw the technician for the screening, i waited under 15 min... anyhow, we did blood test which i had to wait under 15 min... i was alone in the clinic.. so not sure why it was so disorganized take information from the patient... although we had to repeat the same history that we had done few month before because of system change all the waiting and lack of follow up on the situation",Appointment,Michelin - South Carolina,Michelin Family Health Center - HNA / Headquarters,Negative
Jan-22, The entire staff was professional and courteous. Everything was beyond satisfactory.,Professionalism,City Of South Bend,City Of South Bend Clinic,Positive
Jan-22," Dr lee is very good dr,with compassion,caring,good listening, Nothing",Concerns addressed,Skookum Contract Services,Tacoma Health Center,Positive
Jan-22," I called Office Number then left the message but No return call, Dr.Lee personal call respond right away made an Appointment I understand one of your employee didn&#39;t work that day.So I didn&#39;t get return call",Good doctor,Titus Will - Tacoma,Tacoma Health Center,Positive
Jan-22, Physical ,Doctor is hospitable,Plumbers & Pipefitters Local 23,Activate by Everside Rockford Family Medical Center,Neutral
Jan-22, Excelente services! ,Doctor is hospitable,State of Colorado,Aurora Cornerstar Plaza Clinic,Neutral
Jan-22,"Will always prefer my regular physician however everside is good for convenience purposes Had very prompt service and was greeted immediately upon entering the facility The appointment went well, the amount of paperwork to be completed seemed a little excessive",Concerns addressed,"City of West Lafayette, IN",West Lafayette Kent Avenue Health Center,Positive
Jan-22," The appointment was prompt, friendly, courteous - all a very good experience. ",Concerns addressed,State of Colorado,Broomfield Buffalo Ridge Clinic,Positive
Jan-22,The PN was very kind and took the time to take care of me and give full explanation of what the results were and what to do next I got lost the girl in the office helped me get there and they still took care of me even though I was late ,Good doctor,IBEW Local 357,Union Family Health Center - Downtown,Positive
Jan-22, Everything Nothing,Engagement with Patient's,Bemis BMC Bargained Group,Sheboygan Falls Plankview Office,Positive
Jan-22, Dr. Moore and the entire staff are excellent. ,Concerns addressed,Michelin - South Carolina,Michelin Family Health Center - Donaldson,Positive
Jan-22, Every thing ,Doctor listen the concerns,Metalcraft of Mayville,Mayville Metalcraft Clinic,Neutral
Jan-22," Succinct phone call appointment where all items on my list and my doctors list were covered and summed at the end. Nothing honestly, I was so happy.",Good doctor,"Seven Counties Services, Inc.",Louisville Seven Counties Broadway Clinic,Positive
Jan-22, Doctor was very thorough and professional! ,Services,Peoria Public Schools,Peoria Clinic (PPS),Positive
Jan-22," Received good &amp; appropriate advice 
Not rushed
I could ask as many questions as I needed and was given good answers I received my call for the appointment a half hour late.",Good doctor,IBEW Local 364 Health & Welfare Fund,Activate by Everside Rockford Family Medical Center,Positive
Jan-22," Friendly, not rushed,thorough ",Services,City Of Kalamazoo,City of Kalamazoo Clinic,Positive
Jan-22, Always so very attentive to all of our questions and concerns. ,Doctor is hospitable,Heat and Frost Insulators LLC - Missouri,SSM Health DirectCare Florissant Clinic,Neutral
Jan-22, Dr.Ameena was very courteous and professional. Her knowledge reflects the big experience she has. ,Good doctor,State of New Jersey - (Horizon BCBS),Jersey City Grand St,Positive
Jan-22, Gave me medication to keep my food and liquids down cuz it been 4 days since I had anything to keep down ,Doctor is hospitable,Aisin - Indiana,Aisin Seymour Tipton Health and Wellness Center,Neutral
Jan-22, Great communication. ,Engagement with Patient's,nan,Louisville Park Plaza Clinic,Positive
Jan-22, Dr. Black is wonderful. Understanding and caring. ,Testing and Treatment,State of Colorado,Denver Lowry Medical Plaza Clinic,Negative
Jan-22, Person who answered my call to set up appt for me was very courteous. My dr is very patient &amp; truly takes his time to hear me out &amp; listens. He also good at explaining different options we can approach things from. ,Good doctor,IBEW Local 357,Union Family Health Center - Northwest,Positive
Jan-22, Customer service was excellent. The time the doctor spent going over everything was perfect. He made me feel taken care of and cared for. Amazing service! Nothing. Everything was perfect.,Services,IBEW Local 357,Union Family Health Center - Henderson,Positive
Jan-22," Everything was perfect except not having the vaccine I wanted, but I understand that things are delayed due to Covid. Nothing",Engagement with Patient's,nan,Teamsters Local 14 Family Wellness Center - Henderson,Positive
Jan-22, Found out I have a sinus infection that I didn&#39;t know I had All good,Concerns addressed,Metalcraft of Mayville,Beaver Dam Corp. Dr. Clinic,Positive
Jan-22, Very kind ,Professionalism,nan,Station Casinos Medical Center - Red Rock,Positive
Jan-22," Active listening and dialog about my symptoms
Thorough answers to my questions I didn&#39;t have an option in the video chat to change my MIC option, which made the video chat non-operational.",Good doctor,UCAR,Boulder Goose Creek Clinic,Positive
Jan-22, Dr. Klein is great. Definitely listens and gives amazing feedback and insight. I never go to the dr. But when I do it&rsquo;s nice to have some one like him to help me. Nothing,Concerns addressed,IBEW Local 357,Union Family Health Center - Downtown,Positive
Jan-22, On time and now wait! ,Engagement with Patient's,IBEW Local 145,Davenport Clinic,Positive
Jan-22,Wish  closer facility was opened  ,Good doctor,State of New Jersey - (Horizon BCBS),Clifton Brighton Road Office,Positive
Jan-22, The care is appreciated! I know it&rsquo;s procedure but when your sick being seen in parking lot is soo hard,Good doctor,Bemis BMC Bargained Group,Sheboygan Falls Plankview Office,Positive
Jan-22, Madeleine is awesome ,Services,Weld County Colorado,Weld County Employee Medical Center,Positive
Jan-22,"Friendly, affordable health care.  ",Services,Vital Plastics,BeWell Clinic,Positive
Jan-22, Dr called me ahead of my scheduled time as to get my medication called in early vs later ,Doctor is hospitable,Plumbers & Pipefitters Union Local 525,Collective Union Health - Windmill Lane,Neutral
Jan-22, Staff was extremely accommodating to meet our needs during difficult times and as survivors of recent wildfire event. ,Blood work and vaccine,UCAR,Boulder Goose Creek Clinic,Negative
Jan-22, EVERYTHING WAS EXCELLENT  . nothing was wrong  .,Services,"Plumbers, Pipefitters And MES Local 392",Local 212 Clinic,Positive
Jan-22,Great bedside manner and very good information Always punctual ,Engagement with Patient's,Weld County Colorado,Greeley 35th Avenue Clinic,Positive
Jan-22," Dr. Brown is the best.  He takes the time to listen and is always through and I feel like I matter as a patient. I was late because the email went to my other box in Outlook, not focused.  I have told it to always send to focused email from now on.  Maybe something to let patients know to look for.",Good doctor,Michelin - South Carolina,Michelin Family Health Center - HNA / Headquarters,Positive
Jan-22, Consultation on existing condition ,Doctor listen the concerns,UCAR,Boulder Goose Creek Clinic,Neutral
Jan-22,Dr. Smith is very personable and caring doctor.  Enjoyed meeting him today for the first time. Everything. ,Services,Union County,Monroe Campus Park Clinic,Positive
Jan-22,"Karen spend time with me. She made me feel valued, and really understood my needs and concerns and worked with me on my health issues and how to proceed in the future, five stars Assess my pain Prescribed me medication for pain relief and informed me how to find my path on Future medical needs to help me resolve my issue.
And made me feel comfortable to know that I could come back to her and she will be there for me",Good doctor,Cres Cor,Mentor Great Lakes Plaza Clinic,Positive
Jan-22, The best part of that appointment was that the providers didn&#39;t treat me like a moron who has never read anything medical.  I appreciate not being talked to like a child; being treated as an intelligent adult is pretty uncommon for your industry.  Thanks. ,Blood work and vaccine,State of Colorado,Colorado Springs Wall Street Clinic,Negative
Jan-22, Dr listens Nothing,Doctor is hospitable,State of Colorado,Pueblo Fortino Boulevard Health Center,Neutral
Jan-22, Listen Nothing,Doctor is hospitable,M&S Management Company,City Of South Bend Clinic,Neutral
Jan-22, Great personalities! Hard to find these days! Shannon made me cry with that Covid swab! Lol,Good doctor,Midwest Operating Engineers Local 150,Davenport Clinic,Positive
Jan-22, Jill was kind and professional ,Professionalism,IBEW Local 357,Union Family Health Center - Northwest,Positive
Jan-22, Dr. LEE was very kind and let me know what items would be beneficial to have at home to make this illness more manageable....in addition she had some suggestions for purchases of items to have on hand during this epidemic ,Good doctor,Brown & Haley,Tacoma Health Center,Positive
Jan-22, Actively listened and answered all my questions ,Services,State of Colorado,Denver State Capitol Clinic,Positive
Jan-22,The office i use is very busy and some appointment times ae never available. General Visit along with a rapid Covid test All was as expected and to my complete satisfaction.,Lab result and services,IBEW Local 212,Local 212 Clinic,Negative
Jan-22,"Well it should be lower than that&hellip;.both of the health care centers here(Anderson-Starr &amp; Anderson-Sandy Springs) are only open&hellip;,..Monday, Tuesday, &amp; Friday from 6am-11am 12pm-3pm&hellip;..Wednesday 1pm-7pm&hellip;.Thursday Close&hellip;..,these are the hours..the SAME EXACT hours for both locations. So how is someone suppose to get an appointment when they need one when there is no one there even for the employees to see when they need to be seen much less their families. I tried to make an eye on the app because the offices was closed and it said I couldn&rsquo;t be seen til January 25th. I could have been dead by then. I called another one of y&rsquo;all&rsquo;s healthcare centers and I was informed that they were suppose to be open from 7am-7pm but I am assuming that they didn&rsquo;t get that memo and they don&rsquo;t even have an answering machine nor is it forwarded to another location that is able to make appointments for other locations. This is just getting me started but I am down with the flu type A and Covid so I don&rsquo;t feel like typing much more She was very concerned about me and sickness Already did above",Appointment,Michelin - South Carolina,Michelin Family Health Center - Anderson,Negative
Jan-22," I was a little confused as to if I needed to call before I came in, but when I walked in,  I was greeted immediately by a lovely employee and directed with instructions on what to do. My nurse was friendly and warm and she made me feel very comfortable even though this was my first visit. When you come to the front door it says to call a number to tell them you are there. I called the number twice and got a voice message asking if I needed to make an appointment. I decided to go back in and find out what I was supposed to do, but I was tempted to just leave because I was confused whether to just go in or not.",Lab result and services,"Seven Counties Services, Inc.",Louisville Seven Counties Broadway Clinic,Negative
Jan-22, The staff is always pleasant!  They are engaged and caring. ,Engagement with Patient's,IBEW Local 145,Davenport Clinic,Positive
Jan-22, Really nice Doctor ,Professionalism,Union County,Monroe Campus Park Clinic,Positive
Jan-22, Staff was friendly and a joy to be around. Appointment was at 7am office was just being unlocked at 7am.  Per the covid rules I stayed in my car and called into the office when I arrived.  No one answered the phone until 10 after 7am.  Appointment lasted an hour my med refill was handed to me at 8:05am.  This cut into my work day and and as a salary member I had to stay later to make up the late time.  While I&#39;m not mad this is something that needs to be worked on.,Blood work and vaccine,Aisin - Illinois,Aisin Marion Illinois Health and Wellness Center,Negative
Jan-22, Kate listened and really cared about my issues You were not rude and disintetested,Unskilled,Akron Public Schools,Akron-White Pond Drive Clinic,Negative
Jan-22, Everything Nothing,Engagement with Patient's,Beer Capitol Distributing,Sussex Beer Capitol Clinic,Positive
Jan-22, All staff were friendly and professional ,Professionalism,State of Colorado,Pueblo Fortino Boulevard Health Center,Positive
Jan-22, I showed up early and got in early ,Doctor listen the concerns,Midwest Operating Engineers Local 150,Activate by Everside Rockford Family Medical Center,Neutral
Jan-22, Listen ,Doctor listen the concerns,Michelin - South Carolina,Michelin Family Health Center - Donaldson,Neutral
Jan-22, Everything went well. I felt Dr. Gray took his time and asked me questions in a way I was comfortable with. He also explained the visit and how it would go before the visit started so I felt very informed. I wasn&#39;t disappointed at all with anything during the appointment.,Engagement with Patient's,"Seven Counties Services, Inc.",Louisville Park Plaza Clinic,Positive
Jan-22,"very responsive, easy to schedule, easy to see lab results Facility was clean, scheduling is easy, blood draw was fast and painless Provider was judgmental",Good doctor,State of Colorado,Pueblo Fortino Boulevard Health Center,Positive
Jan-22," Sally is wonderful. Its SAFETY with Her &amp; Dr. Martins first and foremost.  So Thorough,  Clean , Friendly, Professional. Great listeners, knows Answers to My Questions. Doc, did &amp; checked ,&amp; asked several different things that my Husband &amp; I never experienced with any other Doctor.
Grateful My Husband &amp; I were recommended to Everside South County by our Amazing &quot; Ramona &quot; from Zenith . We have a new Family Doctor. So excited. Thank you. ",Good doctor,Heat and Frost Insulators LLC - Missouri,SSM Health DirectCare South County,Positive
Jan-22, COVID testing quick and they came to my car! They were perfect!,Good doctor,Akron Public Schools,Akron-White Pond Drive Clinic,Positive
Jan-22, Excelente servicio ,Doctor is hospitable,Building Service 32BJ Health Fund New Jersey (Tri-State),Jersey City Grand St,Neutral
Jan-22, Brandon did a excellent job ,Good doctor,nan,Teamsters Local 14 Family Wellness Center - Northwest,Positive
Jan-22," Monique Moses helped me in everything I need, she called southwest medical for my results, gave me a different prescription bec insurance won&rsquo;t cover and the most important was i talked to her about my husband who is sick too and she gave both of us cough medicine. That save my husband going again to the urgent care. She is such a wonderful person and an asset in the company. ",Good doctor,nan,Station Casinos Medical Center - Sunset,Positive
Jan-22,Just have started with this I don&#39;t know how it will be right now. Was very nice. Nothing,Good doctor,Michelin - South Carolina,Michelin Family Health Center - Anderson,Positive
Jan-22,Kind and reliable staff and service.  ,Professionalism,Clark County Firefighters Local 1908,FirstResponse Family Care Center,Positive
Jan-22, All was well I don&rsquo;t have anything,Good doctor,Union County,Monroe Campus Park Clinic,Positive
Jan-22, Great communication from the physician. Wonderful explanation on what I needed information on. nothing.,Concerns addressed,Weld County Colorado,Weld County Employee Medical Center,Positive
Jan-22, Both the staff and doctor was accommodating in my requests and in the services provided to me Although my phone appointment was scheduled for.4 pm and I didn&#39;t receive a call til 415pm I uderstood,Doctor is hospitable,State of New Jersey - (Horizon BCBS),Clifton Brighton Road Office,Neutral
Jan-22, Very nice doctors Nothing,Professionalism,IBEW Local 357,Union Family Health Center - Downtown,Positive
Jan-22," I was able to call-in and check-in a few minutes earlier than my schedule appointment. However, my appointment began a few minutes later than my scheduled appt. time. Also, because of the nature of my visit I had to remain in my car. There was limited parking so, I was instructed to wait in the fire zone with my hazard lights on.",Good doctor,MCSIG,Altais Monterey Ryan Ranch,Positive
Jan-22,"I believe in everside health getting a lot better its a good beginning. More communication and return calls for medicine and  follow-up calls. Maybe to many patients or short staff don&#39;t know, I did notice when the clinic started service was on point it was really good. Schedule is on point never missing appointment. Pharmacy has not received prescription. A fallow up on a blood test for testosterone levels still waiting.",Unskilled,IBEW Local 357,Union Family Health Center - Northwest,Negative
Jan-22," Meilee  was thorough, informed and very personable.
We need more providers like her, what a blessing! I was unable to get the link sent to my phone for check in.",Testing and Treatment,"UA Local 469 Arizona Pipe Trades - Phoenix, AZ",UA Local 469 Activate Health and Wellness Center - Glendale,Negative
Jan-22, Every thing went well from the get go A little behind schedule but still not bad,Engagement with Patient's,Lock Joint Tube,City Of South Bend Clinic,Positive
Jan-22," Dr. Donnelly is always attentive, very knowledgeable, and professional. ",Professionalism,nan,Station Casinos Medical Center - Sunset,Positive
Jan-22, Asked questions and listened to my information. Nothing.,Doctor listen the concerns,Aisin - Indiana,Aisin Seymour Tipton Health and Wellness Center,Neutral
Jan-22, Asked good questions and listened to the information from me. Nothing,Engagement with Patient's,Aisin - Indiana,Aisin Seymour Tipton Health and Wellness Center,Positive
Jan-22,"They were very nice and helpful Everything went well They could use more staff, they are working hard for the staff shortage they have.",Engagement with Patient's,Metalcraft of Mayville,Mayville Metalcraft Clinic,Positive
Jan-22," Reached out to me to communicate video issues for telemedicine, and connected me to provider by phone. Provider was understanding, effective, and gave me the service I needed. Did not collect intake information earlier than appt time, so it delayed my appt by a few minutes.",Good doctor,State of Colorado,Denver State Capitol Clinic,Positive
Jan-22, Communication ,Doctor is hospitable,IBEW Local 364 Health & Welfare Fund,Activate by Everside Rockford Family Medical Center,Neutral
Jan-22, Everything  done was very helpful! ,Good doctor,Akron Public Schools,North Canton Lauby Rd,Positive
Jan-22," Incredibly friendly and caring staff. Very efficient and informative, and I never feel rushed. ",Blood work and vaccine,Weld County Colorado,Greeley 35th Avenue Clinic,Negative
Jan-22,They do not have my insurance. Phone appointment. I feel I was treated in a condescending manner.,Doctor listen the concerns,Plumbers & Pipefitters Union Local 525,Collective Union Health - Windmill Lane,Neutral
Jan-22," It was the best experience I&rsquo;ve had with a primary care practice. Michelle was fantastic and so pleasant to deal with. Dr. Banzon was extremely nice and attentive. The feel of a small family practice was extremely helpful. This is how all offices should operate. The biggest plus other than how fantastic the staff people were, is the ability to get bloodwork done on site. A+ Failed to give me anything to complain about. They exceeded my expectations, I have nothing negative to report.",Testing and Treatment,State of New Jersey - (Horizon BCBS),Hamilton Quakerbridge Road Office,Negative
Jan-22, Everyone at the office is so kind and helpful. They were great with our 4 yr. old twin boys and all their energy. Lol. Always so flexible with appointments and always quick to get back to you of you leave a message. Keep up the good work and thank you Everside Mentor. No issues whatsoever.,Good doctor,Cleveland Bakers & Teamsters (CBT),Mentor Great Lakes Plaza Clinic,Positive
Jan-22," Was pleased with the service I received; your MA was very knowledgeable, answered all my questions and displayed a courteous, professional and humble disposition. ",Professionalism,Weld County Colorado,Weld County Employee Medical Center,Positive
Jan-22, Covid testing ,Doctor is hospitable,City Of South Bend,City Of South Bend Clinic,Neutral
Jan-22, I already did above. thanks ,Good doctor,State of Colorado,Denver Lowry Medical Plaza Clinic,Positive
Jan-22, I was grateful to have Adam fill in for Valerie during her leave. Britt is the best!! I am used to having my next appointment scheduled before I leave. It just felt awkward to not know.,Engagement with Patient's,Akron Public Schools,Akron S. Main Health Center,Positive
Jan-22," My appointment was on time, very friendly staff. Everything was good",Good doctor,Midwest Operating Engineers Local 150,Davenport Clinic,Positive
Jan-22, The receptionist and the doctor was kind. The doctor answered all of my questions. ,Services,IUOE Local 513,SSM Health DirectCare South County,Positive
Jan-22, The Dr. was kind and I did not feel rushed at all. Listened and felt like she collaborated with me based off of my medical history. It was probably on my end that the Dr. couldn&#39;t hear me speaking.  I have multiple ways to connect as I work from home and am unsure why it wasn&#39;t working.,Good doctor,SSM Health,SSM Health DirectCare Chesterfield,Positive
Jan-22, All of my questions and concerns were answered which is what I was looking for. Very friendly service as well. You did everything great,Services,City of Puyallup,Puyallup Meeker&#39;s Landing Clinic,Positive
Jan-22, Efficient intake. Provider listened to all my complaints. ,Concerns addressed,Everside Health - Indiana,City Of South Bend Clinic,Positive
Jan-22, Explain and answer questions in depth. I love this place. ,Good doctor,Cleveland Bakers & Teamsters (CBT),Mentor Great Lakes Plaza Clinic,Positive
Jan-22, Dr Donally is great. I tried to schedule the appt. on Monday Jan2.If you&#39;re closed for holiday break you should say that on your voicemail,Good doctor,nan,Station Casinos Medical Center - Sunset,Positive
Jan-22, I was given some alternatives to deal with fatigue and weakness due to the Covid-19 booster shot. All was done well.,Good doctor,Akron Public Schools,North Canton Lauby Rd,Positive
Jan-22,The only thing I don&rsquo;t like is Labcorp and having my blood drawn at Everside. It always goes badly for me. Listened Nothing,Services,State of Colorado,Denver 15th Street Clinic,Positive
Jan-22," got me in the same day, listened to and considered what I had to say about my health status. ",Doctor listen the concerns,Baldwin Woodville Schools,BeWell Clinic,Neutral
Jan-22,Helpful and productive  ,Good doctor,State of Colorado,Denver State Capitol Clinic,Positive
Jan-22," Reaffirmed history, weight, blood pressure and confirmed allergies.  Completed exam.  refilled RX as needed. nothing",Services,Washington County,Salem Clinic,Positive
Jan-22,Dr. Curtis is a great doctor. Covered a lot of concerns I had. ,Services,State of Colorado,Arvada City of Arvada Clinic,Positive
Jan-22, Very responsive to my concerns ,Services,Velvac - UNION,New Berlin Health Center,Positive
Jan-22, Very thorough and very caring ,Services,"Seven Counties Services, Inc.",Louisville Park Plaza Clinic,Positive
Jan-22, Answered all of my questions and gave me the amount of time I needed. ,Doctor listen the concerns,State of Colorado,Denver State Capitol Clinic,Neutral
Jan-22, The appointment started on time and I was able to get in and out in a very efficient manner. Nothing.  Everything went well.,Concerns addressed,State of Colorado,Grand Junction Trailhead Clinic,Positive
Jan-22, Everything very professional Nothing,Professionalism,Plumbers & Pipefitters Union Local 525,Collective Union Health - Windmill Lane,Positive
Jan-22, I arrived 40 minutes early and I was taken to an exam room within 5 minutes ,Doctor is hospitable,State of Colorado,Pueblo Fortino Boulevard Health Center,Neutral
Jan-22," Listened to my symptoms and responded immediately. Would have liked to see the Dr. in person so they could examine my lungs,but I understand why it wasn&#39;t possible.",Engagement with Patient's,City Of South Bend,City Of South Bend Clinic,Positive
Jan-22, I felt welcomed ,Engagement with Patient's,nan,Teamsters Local 14 Family Wellness Center - Northwest,Positive
Jan-22,Very nice to took the time to explain to me thank you Had to have blood work done and she did a awesome job ,Good doctor,Aisin - Illinois,Aisin Marion Illinois Health and Wellness Center,Positive
Jan-22, I spoke with Dr Kline about some labs that had been done on me. He explained them to me and ordered new labs that were done in the office. He also referred me to a nutritionist as well as an ultrasound specialist. Appointment didn&rsquo;t start on time.,Good doctor,IBEW Local 357,Union Family Health Center - Henderson,Positive
Jan-22, Dr. Moral treated me more like a friend then a patient. I just love her. ,Concerns addressed,Constellium,Constellium Clinic,Positive
Jan-22, Took care of me!!! ,Engagement with Patient's,Herzog Contracting Corporation,Herzog Health and Wellness Center,Positive
